process,software,data item,data model,data format specification
reasoning, engineering java programming,,,
knowledge exploration, engineering java programming,,,
alm, engineering java programming,,,
processing, engineering java programming,,,
knowledge discovery, engineering java programming,,,
structural solver, engineering java programming,,,
knowledge engineering, engineering java programming,,,
certification, engineering java programming,,,
design space visualization, engineering java programming,,,
information classification, engineering java programming,,,
generate fem model, engineering java programming,,,
review, engineering java programming,,,
knowledge based engineering, engineering java programming,,,
product verification, engineering java programming,,,
flight test, engineering java programming,,,
semantic lexicon, engineering java programming,,,
nation decision, engineering java programming,,,
design blueprint, engineering java programming,,,
development, engineering java programming,,,
design concepts formalization, engineering java programming,,,
problem solving, engineering java programming,,,
system integration, engineering java programming,,,
life cycle simulation, engineering java programming,,,
mdao, engineering java programming,,,
analyzing, engineering java programming,,,
ontological engineering, engineering java programming,,,
disciplinary analysis, engineering java programming,,,
scheduling, engineering java programming,,,
system arch, engineering java programming,,,
preliminary design, engineering java programming,,,
information push, engineering java programming,,,
information search, engineering java programming,,,
navigation, engineering java programming,,,
knowledge base building, engineering java programming,,,
detailed design, engineering java programming,,,
conceptual modelling, engineering java programming,,,
airworthiness test, engineering java programming,,,
processe data, engineering java programming,,,
archive, engineering java programming,,,
system architecting, engineering java programming,,,
wf execution, engineering java programming,,,
manufacture, engineering java programming,,,
data visualization, engineering java programming,,,
dissemination, engineering java programming,,,
activity profiling, engineering java programming,,,
optimization, engineering java programming,,,
configuration management, engineering java programming,,,
access product design data, engineering java programming,,,
knowledge storage, engineering java programming,,,
interest profiling, engineering java programming,,,
data storage, engineering java programming,,,
design, engineering java programming,,,
evaluation, engineering java programming,,,
failure management, engineering java programming,,,
system design, engineering java programming,,,
product data management, engineering java programming,,,
project planning, engineering java programming,,,
, engineering java programming,word doc,,
, engineering java programming,animation,,
, engineering java programming,external web page,,
, engineering java programming,explicit geometry,,
, engineering java programming,freebase,,
, engineering java programming,system definition,,
, engineering java programming,design parts,,
, engineering java programming,implicit geometry,,
, engineering java programming,knowledge graph,,
, engineering java programming,documents,,
, engineering java programming,measurement data,,
, engineering java programming,assemblies,,
, engineering java programming,taxonomy,,
, engineering java programming,business logic,,
, engineering java programming,bom,,
, engineering java programming,image,,
, engineering java programming,quantity,,
, engineering java programming,cad representation,,
, engineering java programming,forms,,
, engineering java programming,sysml model,,
, engineering java programming,object definitions,,
, engineering java programming,metadata,,
, engineering java programming,knowledge base,,
, engineering java programming,tools needed,,
, engineering java programming,word processor documents,,
, engineering java programming,cfd simulation data,,
, engineering java programming,audio,,
, engineering java programming,difficulty,,
, engineering java programming,description,,
, engineering java programming,mind map,,
, engineering java programming,live video,,
, engineering java programming,capp,,
, engineering java programming,ontology,,
, engineering java programming,cad,,
, engineering java programming,tooling parts,,
, engineering java programming,cfd code,,
, engineering java programming,material,,
, engineering java programming,video,,
, engineering java programming,section description,,
, engineering java programming,point clouds,,
, engineering java programming,pdf files,,
, engineering java programming,manufacturing method,,
, engineering java programming,lexical data,,
, engineering java programming,process definitions,,
, engineering java programming,images,,
, engineering java programming,,rds,
, engineering java programming,,kadmos,
, engineering java programming,,codex,
, engineering java programming,,nosql,
, engineering java programming,,cmdows,
, engineering java programming,,vampzero,
, engineering java programming,,orbital space environment domain ontology,
, engineering java programming,,owl-ql,
, engineering java programming,,uml,
, engineering java programming,,python,
, engineering java programming,,cypher,
, engineering java programming,,sysml,
, engineering java programming,,topic maps,
, engineering java programming,,openvsp,
, engineering java programming,,bond graphs,
, engineering java programming,,aerospace ontology,
, engineering java programming,,vba,
, engineering java programming,,sql,
, engineering java programming,,xml-schema-definition,
, engineering java programming,,postgresql,
, engineering java programming,,airspace system ontology,
, engineering java programming,,owl dl,
, engineering java programming,,cco,
, engineering java programming,,wordnet,
, engineering java programming,,sysml ,
, engineering java programming,,nasa taxonomy,
, engineering java programming,,sparql,
, engineering java programming,,xquery,
, engineering java programming,,express,
, engineering java programming,,bfo,
, engineering java programming,,addam,
, engineering java programming,,,soap
, engineering java programming,,,acis
, engineering java programming,,,wav
, engineering java programming,,,ad_asm
, engineering java programming,,,jpeg
, engineering java programming,,,flash
, engineering java programming,,,mov
, engineering java programming,,,csv
, engineering java programming,,,gif
, engineering java programming,,,vrml
, engineering java programming,,,rdf
, engineering java programming,,,ms excel
, engineering java programming,,,xml
, engineering java programming,,,ad_prt
, engineering java programming,,,iges
, engineering java programming,,,database
, engineering java programming,,,cpacs
, engineering java programming,,,html
, engineering java programming,,,owl
, engineering java programming,,,txt
, engineering java programming,,,ms word
, engineering java programming,,,parasolid
, engineering java programming,,,dxf
, engineering java programming,,,direct api
, engineering java programming,,,pdf
, engineering java programming,,,flat file
, engineering java programming,,,tiff
, engineering java programming,,,jpg
, engineering java programming,,,stl
, engineering java programming,,,step
, engineering java programming,,,json
, engineering java programming,,,png
, engineering java programming,,,igs
, engineering java programming,,,add
flight-test preparation,word,,,
semantic information transferring,word,,,
multidisciplinary modeling,word,,,
multimedia document processing,word,,,
issue tc pc ac certification,word,,,
concept design,word,,,
solving,word,,,
engine analysis,word,,,
product support,word,,,
analysis,word,,,
accessory manufacture,word,,,
express ontology,word,,,
feature processing,word,,,
system specification,word,,,
convert file formats,word,,,
system synthesis,word,,,
tooling development,word,,,
flight test report,word,,,
ground test,word,,,
business process integration,word,,,
training,word,,,
physical sensing,word,,,
data validation,word,,,
semantic representation,word,,,
acquisition,word,,,
knowledge management,word,,,
link analysis,word,,,
calculation report,word,,,
automated reasoning,word,,,
knowledge systematisation,word,,,
general assembly,word,,,
manufacturing preparation,word,,,
information sharing,word,,,
mdo process formulation,word,,,
context inference,word,,,
wide body transports,word,,,
mission analysis,word,,,
creation,word,,,
resource description,word,,,
product design,word,,,
knowledge capture,word,,,
share documents,word,,,
descriptive information generation,word,,,
failure,word,,,
knowledge interaction,word,,,
authoring,word,,,
check,word,,,
customer service,word,,,
manufacturing,word,,,
enterprise resource planning,word,,,
recycling,word,,,
decision support,word,,,
system identification,word,,,
crawling,word,,,
ontology modeling,word,,,
workflow management,word,,,
knowledge classification,word,,,
inference,word,,,
detailed,word,,,
plm,word,,,
test report,word,,,
information clustering,word,,,
summarizing,word,,,
software interlinking,word,,,
reasoning,word,,,
knowledge exploration,word,,,
alm,word,,,
processing,word,,,
knowledge discovery,word,,,
structural solver,word,,,
knowledge engineering,word,,,
certification,word,,,
design space visualization,word,,,
information classification,word,,,
generate fem model,word,,,
review,word,,,
knowledge based engineering,word,,,
product verification,word,,,
flight test,word,,,
semantic lexicon,word,,,
nation decision,word,,,
design blueprint,word,,,
development,word,,,
design concepts formalization,word,,,
engine accessory purchase,word,,,
problem solving,word,,,
system integration,word,,,
life cycle simulation,word,,,
mdao,word,,,
analyzing,word,,,
ontological engineering,word,,,
disciplinary analysis,word,,,
scheduling,word,,,
system arch,word,,,
preliminary design,word,,,
information push,word,,,
information search,word,,,
navigation,word,,,
knowledge base building,word,,,
detailed design,word,,,
conceptual modelling,word,,,
airworthiness test,word,,,
processe data,word,,,
archive,word,,,
system architecting,word,,,
wf execution,word,,,
manufacture,word,,,
data visualization,word,,,
dissemination,word,,,
activity profiling,word,,,
optimization,word,,,
configuration management,word,,,
access product design data,word,,,
knowledge storage,word,,,
interest profiling,word,,,
data storage,word,,,
design,word,,,
evaluation,word,,,
failure management,word,,,
system design,word,,,
product data management,word,,,
project planning,word,,,
,word,word doc,,
,word,animation,,
,word,external web page,,
,word,explicit geometry,,
,word,freebase,,
,word,animations,,
,word,system definition,,
,word,design parts,,
,word,implicit geometry,,
,word,knowledge graph,,
,word,documents,,
,word,measurement data,,
,word,assemblies,,
,word,taxonomy,,
,word,business logic,,
,word,bom,,
,word,image,,
,word,quantity,,
,word,cad representation,,
,word,forms,,
,word,sysml model,,
,word,object definitions,,
,word,metadata,,
,word,ikewiki,,
,word,knowledge base,,
,word,tools needed,,
,word,word processor documents,,
,word,cfd simulation data,,
,word,audio,,
,word,difficulty,,
,word,description,,
,word,sweetwiki,,
,word,mind map,,
,word,babelnet,,
,word,live video,,
,word,capp,,
,word,ontology,,
,word,cad,,
,word,tooling parts,,
,word,cfd code,,
,word,material,,
,word,video,,
,word,section description,,
,word,point clouds,,
,word,pdf files,,
,word,manufacturing method,,
,word,lexical data,,
,word,process definitions,,
,word,images,,
,word,,rds,
,word,,kadmos,
,word,,codex,
,word,,mdax,
,word,,nosql,
,word,,cmdows,
,word,,orbital space environment domain ontology,
,word,,owl-ql,
,word,,uml,
,word,,python,
,word,,cypher,
,word,,dtad,
,word,,sysml,
,word,,topic maps,
,word,,openvsp,
,word,,bond graphs,
,word,,aerospace ontology,
,word,,vba,
,word,,sql,
,word,,xml-schema-definition,
,word,,fortan,
,word,,postgresql,
,word,,airspace system ontology,
,word,,owl dl,
,word,,cco,
,word,,wordnet,
,word,,sysml ,
,word,,serql,
,word,,nasa taxonomy,
,word,,multiwordnet,
,word,,sparql,
,word,,xquery,
,word,,express,
,word,,bfo,
,word,,addam,
,word,,,soap
,word,,,acis
,word,,,wav
,word,,,ad_asm
,word,,,jpeg
,word,,,flash
,word,,,mov
,word,,,csv
,word,,,dwg
,word,,,gif
,word,,,vrml
,word,,,rdf
,word,,,mpeg
,word,,,wmv
,word,,,ms excel
,word,,,xml
,word,,,ad_prt
,word,,,iges
,word,,,database
,word,,,cpacs
,word,,,html
,word,,,owl
,word,,,postscript
,word,,,txt
,word,,,ms word
,word,,,parasolid
,word,,,wrp
,word,,,dxf
,word,,,direct api
,word,,,pdf
,word,,,flat file
,word,,,tiff
,word,,,dwf
,word,,,jpg
,word,,,stl
,word,,,step
,word,,,json
,word,,,png
,word,,,igs
,word,,,add
multidisciplinary modeling,mopcssoviz,,,
concept design,mopcssoviz,,,
engine analysis,mopcssoviz,,,
product support,mopcssoviz,,,
analysis,mopcssoviz,,,
semantic representation,mopcssoviz,,,
link analysis,mopcssoviz,,,
information sharing,mopcssoviz,,,
mission analysis,mopcssoviz,,,
product design,mopcssoviz,,,
manufacturing,mopcssoviz,,,
decision support,mopcssoviz,,,
detailed,mopcssoviz,,,
processing,mopcssoviz,,,
design space visualization,mopcssoviz,,,
review,mopcssoviz,,,
nation decision,mopcssoviz,,,
development,mopcssoviz,,,
system integration,mopcssoviz,,,
disciplinary analysis,mopcssoviz,,,
system arch,mopcssoviz,,,
preliminary design,mopcssoviz,,,
information search,mopcssoviz,,,
detailed design,mopcssoviz,,,
data visualization,mopcssoviz,,,
optimization,mopcssoviz,,,
access product design data,mopcssoviz,,,
design,mopcssoviz,,,
system design,mopcssoviz,,,
product data management,mopcssoviz,,,
,mopcssoviz,word doc,,
,mopcssoviz,animation,,
,mopcssoviz,animations,,
,mopcssoviz,design parts,,
,mopcssoviz,assemblies,,
,mopcssoviz,cad representation,,
,mopcssoviz,forms,,
,mopcssoviz,description,,
,mopcssoviz,cad,,
,mopcssoviz,section description,,
,mopcssoviz,,rds,
,mopcssoviz,,cco,
,mopcssoviz,,express,
,mopcssoviz,,,ad_asm
,mopcssoviz,,,mov
,mopcssoviz,,,vrml
,mopcssoviz,,,xml
,mopcssoviz,,,iges
,mopcssoviz,,,database
,mopcssoviz,,,html
,mopcssoviz,,,ms word
,mopcssoviz,,,step
,mopcssoviz,,,add
flight-test preparation,expert systems,,,
semantic information transferring,expert systems,,,
multidisciplinary modeling,expert systems,,,
multimedia document processing,expert systems,,,
issue tc pc ac certification,expert systems,,,
concept design,expert systems,,,
solving,expert systems,,,
engine analysis,expert systems,,,
product support,expert systems,,,
analysis,expert systems,,,
accessory manufacture,expert systems,,,
express ontology,expert systems,,,
feature processing,expert systems,,,
system specification,expert systems,,,
convert file formats,expert systems,,,
system synthesis,expert systems,,,
tooling development,expert systems,,,
flight test report,expert systems,,,
ground test,expert systems,,,
business process integration,expert systems,,,
training,expert systems,,,
physical sensing,expert systems,,,
data validation,expert systems,,,
semantic representation,expert systems,,,
acquisition,expert systems,,,
knowledge management,expert systems,,,
link analysis,expert systems,,,
calculation report,expert systems,,,
automated reasoning,expert systems,,,
knowledge systematisation,expert systems,,,
general assembly,expert systems,,,
manufacturing preparation,expert systems,,,
information sharing,expert systems,,,
mdo process formulation,expert systems,,,
context inference,expert systems,,,
wide body transports,expert systems,,,
mission analysis,expert systems,,,
creation,expert systems,,,
resource description,expert systems,,,
